tweet,rating,label
Boston Globe Newspaper Relies #ShoreTel to Improve Communications and Save $1.6 Million http://t.co/u1w7zIsNaL http://t.co/yAGZXpn4MR,100,Positive
"Now offering UNLIMITED Call Paths, Free DIDs, Recording &amp; Disaster Recovery w/ EVERY service package! #GameChanger #SwitchtoSIP #ShoreTel",64,Excited
"Now offering UNLIMITED Call Paths, Free DIDs, Recording &amp; Disaster Recovery w/ EVERY service package! #GameChanger #SwitchtoSIP #ShoreTel",36,Positive
Thanks @Grantcounsell and co for an informative day at #Shoretel. Good luck to Chris &amp; team @auditeluk tonight at the @BFA_UK awards,87,Positive
Thanks @Grantcounsell and co for an informative day at #Shoretel. Good luck to Chris &amp; team @auditeluk tonight at the @BFA_UK awards,100,Positive
10 Reasons why it's time to go #ShoreTel for your Business Phone System http://t.co/Amw1uDW7NE by @markcranberry http://t.co/URzdS9wxqv,44,Positive
Check out our new interactive white paper - High Availability is Not a Luxury http://t.co/MHbf7cClmG #Arcserve #UDP http://t.co/ONAcbm4WDP,100,Excited
Boston Globe Newspaper Relies #ShoreTel to Improve Communications and Save $1.6 Million http://t.co/rIuEF4RvyF http://t.co/wptF3Wv6Ot,37,Excited
Boston Globe Newspaper Relies #ShoreTel to Improve Communications and Save $1.6 Million http://t.co/rIuEF4RvyF http://t.co/wptF3Wv6Ot,36,Positive
Check out our new interactive white paper - High Availability is Not a Luxury http://t.co/MHbf7cClmG #Arcserve #UDP http://t.co/ONAcbm4WDP,75,Positive
Check out our new interactive white paper - High Availability is Not a Luxury http://t.co/MHbf7cClmG #Arcserve #UDP http://t.co/ONAcbm4WDP,100,Positive
10 Reasons why it's time to go #ShoreTel for your Business Phone System http://t.co/2YH8n3clAB by @markcranberry http://t.co/4jlIAxFYog,33,Positive
Check out our new interactive white paper - High Availability is Not a Luxury http://t.co/MHbf7cClmG #Arcserve #UDP http://t.co/ONAcbm4WDP,81,Excited
Check out our new interactive white paper - High Availability is Not a Luxury http://t.co/MHbf7cClmG #Arcserve #UDP http://t.co/ONAcbm4WDP,63,Excited
Boston Globe Newspaper Relies #ShoreTel to Improve Communications and Save $1.6 Million http://t.co/u1w7zIsNaL http://t.co/yAGZXpn4MR,49,Positive
Boston Globe Newspaper Relies #ShoreTel to Improve Communications and Save $1.6 Million http://t.co/u1w7zIsNaL http://t.co/yAGZXpn4MR,51,Excited
Thanks @Grantcounsell and co for an informative day at #Shoretel. Good luck to Chris &amp; team @auditeluk tonight at the @BFA_UK awards,45,Excited
Thanks @Grantcounsell and co for an informative day at #Shoretel. Good luck to Chris &amp; team @auditeluk tonight at the @BFA_UK awards,46,Positive
avaya shoretel PowerPoint Slide - http://t.co/vJPpisYCqG  #ppt #avaya #shoretel,100,Positive
Want to integrate #Skype4B with your #ShoreTel you need the client that allows conf and video to work http://t.co/oSJcOG2BUP,14,Positive
avaya shoretel PowerPoint Slide - http://t.co/vJPpisYCqG  #ppt #avaya #shoretel,11,Excited
Shoretel IP Phones Mixed Lot of 19 560/230/115/110 for USD299.99 #Computers/Tablets #Networking #Enterprise #Shoretel http://t.co/NuPkvIjPvr,12,Positive
10 Reasons why it's time to go #ShoreTel for your Business Phone System http://t.co/Amw1uDW7NE by @markcranberry http://t.co/URzdS9wxqv,37,Positive
"Fundraising with #shoretel in memory of Chaz. 5km run in the Rocky Mountains, USA. https://t.co/6DVHJXAtxI",40,Positive
"Some List of Reference About Shoretel Contact Center 8 Applications Interface Guide, #shoretel #contact #center #8 http://t.co/qgZaNkpH0e",9,Positive
Want to integrate #Skype4B with your #ShoreTel you need the client that allows conf and video to work http://t.co/oSJcOG2BUP,49,Positive
Want to integrate #Skype4B with your #ShoreTel you need the client that allows conf and video to work http://t.co/oSJcOG2BUP,53,Positive
Telecom Reseller #News instantly on #mobile #app http://t.co/0tC82xtICi  #Skype4B #skype #shoretel #mitel #ucoms #nec http://t.co/399898ig5F,11,Excited
Telecom Reseller #News instantly on #mobile #app http://t.co/0tC82xtICi  #Skype4B #skype #shoretel #mitel #ucoms #nec http://t.co/399898ig5F,16,Positive
"Leading #uklegal solicitors, Wright Hassall, go mobile with brilliantly simple #shoretel #uc solutions https://t.co/TjojCqG4le",100,Positive
"Leading #uklegal solicitors, Wright Hassall, go mobile with brilliantly simple #shoretel #uc solutions https://t.co/TjojCqG4le",100,Excited
Make your #Shoretel work with #Skype4B the #UC client does just that http://t.co/n9Kj774DPN,13,Positive
Dr. Martens boots up growth with brilliantly simple #ShoreTel solutions. #ucsimple https://t.co/WtoJWGkjuD,100,Excited
Make your #ShoreTel work with #Skype4B the #UCA client does just that http://t.co/oSJcOG2BUP,14,Positive
Dr. Martens boots up growth with brilliantly simple #ShoreTel solutions. #ucsimple https://t.co/WtoJWGkjuD,100,Positive
Time to learn how to use this device. #gospelforasia #shoretel #trainingclass https://t.co/Vrn6r35pDT,24,Positive
Time to learn how to use this device. #gospelforasia #shoretel #trainingclass https://t.co/Vrn6r35pDT,27,Excited
AJAX Exploit Kit - Now At Scale http://t.co/lIEVRnVPgr #Fortinet #InfoSec,18,Positive
Check out our new interactive white paper - High Availability is Not a Luxury http://t.co/MHbf7cClmG #Arcserve #UDP http://t.co/ONAcbm4WDP,50,Excited
AJAX #Exploit Kit - Now At Scale http://t.co/HKb9lpjW3c #Fortinet,21,Positive
Make your #Shoretel work with #Skype4B the #UC client does just that http://t.co/n9Kj774DPN,53,Negative
#Oracle Chief Marketing Officer Judith Sim Joins #Fortinet Board of Directors http://t.co/bsPse8eWT7 #breakingnews,43,Excited
#Oracle Chief Marketing Officer Judith Sim Joins #Fortinet Board of Directors http://t.co/bsPse8eWT7 #breakingnews,53,Positive
#Oracle Chief Marketing Officer Judith Sim Joins #Fortinet Board of Directors http://t.co/bsPse8eWT7 #breakingnews,30,Positive
shoretel competitive Powerpoint Templates - http://t.co/RDcuHjN0SQ  #powerpoint #slide #shoretel #competitive,48,Positive
"Fundraising with #shoretel in memory of Chaz. 5km run in the Rocky Mountains, USA. https://t.co/6DVHJXAtxI",100,Positive
#Oracle Chief Marketing Officer Judith Sim Joins #Fortinet Board of Directors http://t.co/bsPse8eWT7 #breakingnews,63,Excited
#Oracle Chief Marketing Officer Judith Sim Joins #Fortinet Board of Directors http://t.co/bsPse8eWT7 #breakingnews,74,Excited
At Nouveau we have a selection of #Fortinet services available to better protect your business http://t.co/JpsMQwUPuZ,85,Positive
The #FastAndSecureTour has hit NJ with @atrioncomm !! #FortiExpress #Fortinet http://t.co/8BF92fQjDy,92,Excited
The #FastAndSecureTour has hit NJ with @atrioncomm !! #FortiExpress #Fortinet http://t.co/8BF92fQjDy,100,Excited
The #FastAndSecureTour has hit NJ with @atrioncomm !! #FortiExpress #Fortinet http://t.co/8BF92fQjDy,52,Positive
The #FastAndSecureTour has hit NJ with @atrioncomm !! #FortiExpress #Fortinet http://t.co/8BF92fQjDy,38,Positive
#Fortinet Expands to more than 200 Issued Patents http://t.co/OM5L03e0sJ #fortinetphilippines,61,Positive
#Fortinet Expands to more than 200 Issued Patents http://t.co/OM5L03e0sJ #fortinetphilippines,31,Excited
#Fortinet Expands to more than 200 Issued Patents http://t.co/OM5L03e0sJ #fortinetphilippines,78,Positive
At Nouveau we have a selection of #Fortinet services available to better protect your business http://t.co/JpsMQwUPuZ,100,Positive
avaya shoretel PowerPoint Slide - http://t.co/vJPpisYCqG  #ppt #avaya #shoretel,33,Positive
avaya shoretel PowerPoint Slide - http://t.co/vJPpisYCqG  #ppt #avaya #shoretel,7,Excited
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,17,Angry
avaya shoretel PowerPoint Slide - http://t.co/vJPpisYCqG  #ppt #avaya #shoretel,34,Positive
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,60,Excited
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,46,Positive
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,12,Negative
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,0,Negative
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,0,Angry
Make your #ShoreTel work with #Skype4B the #UCA client does just that http://t.co/oSJcOG2BUP,34,Excited
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,16,Angry
70% of consumers recall what companies have been breached and 15% stopped shopping there! #fortinet #retail https://t.co/Y3Et9VGp0e,11,Negative
"(VIDEO) Remembering the #Fortinet LATAM XTreme Team Engineering 2013 - #XTE13 - San JosÃ© del Cabo, #Mexico https://t.co/ucVcr80wdq",15,Positive
AJAX Exploit Kit - Now At Scale http://t.co/lIEVRnVPgr #Fortinet #InfoSec,11,Excited
"(VIDEO) Remembering the #Fortinet LATAM XTreme Team Engineering 2013 - #XTE13 - San JosÃ© del Cabo, #Mexico https://t.co/XEkkuNB2Eb",12,Positive
AJAX #Exploit Kit - Now At Scale http://t.co/HKb9lpjW3c #Fortinet,12,Excited
(VIDEO) Remembering the #Fortinet LATAM XTreme Team Engineering 2014 - #XTE14 - #PanamÃ¡ (video 1) - https://t.co/77rZB9Zm53,10,Positive
AJAX Exploit Kit - Now At Scale http://t.co/lIEVRnVPgr #Fortinet #InfoSec,8,Positive
(VIDEO) Remembering the #Fortinet LATAM XTreme Team Engineering 2014 - #XTE14 - #PanamÃ¡ (video 1) - https://t.co/BrMbgeMaIz,10,Positive
AJAX #Exploit Kit - Now At Scale http://t.co/HKb9lpjW3c #Fortinet,10,Positive
(VIDEO) Remembering the #Fortinet LATAM XTreme Team Engineering 2014 - #XTE14 - #PanamÃ¡ (video 2) - https://t.co/sJT67Iwd0U,13,Positive
(VIDEO) Remembering the #Fortinet LATAM XTreme Team Engineering 2014 - #XTE14 - #PanamÃ¡ (video 2) - https://t.co/nfd0oKD7Ao,13,Positive
#Oracle Chief Marketing Officer Judith Sim Joins #Fortinet Board of Directors http://t.co/bsPse8eWT7 #breakingnews,60,Excited
"#fortinet #administrator #ids hiring an admin in Quincy, MA email me for details at smiller@marketstreettalent.com  https://t.co/MjrrheYKff",40,Positive
Telecom Reseller #News instantly on #mobile #app http://t.co/0tC82xtICi  #Skype4B #skype #shoretel #mitel #ucoms #nec http://t.co/399898ig5F,41,Excited
#FortiVoice by #Fortinet #Panama http://t.co/jHSRGKz88r,12,Positive
#FortiVoice by #Fortinet #Panama http://t.co/jHSRGKz88r,10,Positive
Hack in Paris 2015 http://t.co/2hfchBU9Jg #Fortinet #InfoSec,46,Excited
Hack in Paris 2015 http://t.co/2hfchBU9Jg #Fortinet #InfoSec,17,Angry
Hack in Paris 2015 http://t.co/2hfchBU9Jg #Fortinet #InfoSec,55,Negative
Hack in Paris 2015 http://t.co/2hfchBU9Jg #Fortinet #InfoSec,22,Positive
Hack in Paris 2015 http://t.co/2hfchBU9Jg #Fortinet #InfoSec,0,Positive
Hack in Paris 2015 http://t.co/1z0L3Ru4zA #Fortinet,45,Excited
Hack in Paris 2015 http://t.co/1z0L3Ru4zA #Fortinet,25,Angry
Hack in Paris 2015 http://t.co/1z0L3Ru4zA #Fortinet,42,Negative
Hack in Paris 2015 http://t.co/1z0L3Ru4zA #Fortinet,58,Negative
UBS #Cybersecurity Stock Picks http://t.co/MRPJKupHGe @247WallSt #hack #Fortinet #PaloAlto,29,Positive
#Fortinet -2.8% on Baird downgrade #FTNT http://t.co/tv33VRCMHC,71,Negative
#Fortinet -2.8% on Baird downgrade #FTNT http://t.co/tv33VRCMHC,25,Angry
#Fortinet -2.8% on Baird downgrade #FTNT http://t.co/tv33VRCMHC,79,Negative
#Cybersecurity stocks sell off following #Fortinet downgrade #FEYE http://t.co/DvtX44dzX1,17,Angry
#Cybersecurity stocks sell off following #Fortinet downgrade #FEYE http://t.co/DvtX44dzX1,80,Negative
"Baird Just Downgraded #Fortinet, But It Might Not Be For Why You'd Think #FTNT via @benzinga http://t.co/Ldwa1nWxna",23,Negative
"Baird Just Downgraded #Fortinet, But It Might Not Be For Why You'd Think #FTNT via @benzinga http://t.co/Ldwa1nWxna",38,Negative
Android Rever http://t.co/1RPrbNGdya  #android #fortinet #galaxysiii #google #htc #insomnihack #insomnihack2012 #samsung #securite #suisse,13,Positive
#Fortinet #FortiGate #100D - #security #appliance#: http://t.co/AJV50MqPM9,14,Negative
#Fortinet #FortiGate #140D #UTM #Bundle - #security #appliance#: http://t.co/nlb9SGMNeP,10,Negative
#Fortinet #FortiGate #200D - #security #appliance#: http://t.co/i3rK3YPl5x,13,Negative
#Fortinet #FortiGate #200D-#POE #UTM #Bundle - #security 3appliance#: http://t.co/oQetaCvWLJ,10,Negative
#Fortinet #FortiGate 3240D -# security #appliance#: http://t.co/9RZnhtUhR0,13,Negative
Android Rever http://t.co/1RPrbNGdya  #android #fortinet #galaxysiii #google #htc #insomnihack #insomnihack2012 #samsung #securite #suisse,11,Excited
"#Wireless Network the Weakest Security Link in Enterprise IT Infrastructure, According to #Fortinet Global Survey http://t.co/KQD8Sfz0xV",14,Angry
winning against shoretel PPT Template - http://t.co/ZVa3IXKHUV  #powerpoint #slide #winning #against #shoretel,74,Negative
"#Wireless Network the Weakest Security Link in Enterprise IT Infrastructure, According to #Fortinet Global Survey http://t.co/KQD8Sfz0xV",69,Negative
"#Wireless Network the Weakest Security Link in Enterprise IT Infrastructure, According to #Fortinet Global Survey http://t.co/KQD8Sfz0xV",90,Negative
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,63,Negative
Universities Vulnerable To Cyberattacks-35% of attacks go up to educational institutes #highered #fortinet https://t.co/GINMt3eTdP,80,Positive
Universities Vulnerable To Cyberattacks-35% of attacks go up to educational institutes #highered #fortinet https://t.co/GINMt3eTdP,51,Excited
Universities Vulnerable To Cyberattacks-35% of attacks go up to educational institutes #highered #fortinet https://t.co/GINMt3eTdP,57,Negative
$FTNT:US Fortinet Rating Lowered to Neutral at Citigroup Inc. (FTNT) #FORTINET INC  http://t.co/aMO7yY5mAy #NASDAQ,83,Negative
"#Fortinet, Inc. (NASDAQ: #FTNT Analyst Rating in Focus http://t.co/uCU36ss8Xl",9,Positive
#Fortinet Tumbles On Pair Of Downgrades - Barron's http://t.co/Eh8B4r7I8x,100,Negative
Simon Bryden of #Fortinet discusses SQL Injections with http://t.co/LVudj1UAYc:  http://t.co/gEsFsJ2i9f,10,Positive
"#Etisalat, #Fortinet #partner to expand #digital #security #solutions http://t.co/uVhElKxW8d http://t.co/xEeCFwqsEM",32,Positive
Test Du Fo http://t.co/fhzEjjExwu  #endpointsecurityappliances #fortiap #fortigate #fortinet #networksecurity #nextgenerationfirewall #utm,20,Negative
Test Du Fo http://t.co/fhzEjjExwu  #endpointsecurityappliances #fortiap #fortigate #fortinet #networksecurity #nextgenerationfirewall #utm,14,Negative
Fortinet Expands its Patent Portfolio to more than 200 Issued Patents. #networksecurity #fortinet #ngfw #firewall http://t.co/pOCO11Aq2b,55,Positive
The board is talking about #cybersecurity but there is still a major gap. IT still have an uphill battle. #fortinet https://t.co/0j2G8yuduW,34,Angry
The board is talking about #cybersecurity but there is still a major gap. IT still have an uphill battle. #fortinet https://t.co/0j2G8yuduW,60,Angry
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,50,Angry
The board is talking about #cybersecurity but there is still a major gap. IT still have an uphill battle. #fortinet https://t.co/0j2G8yuduW,61,Negative
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,52,Positive
The board is talking about #cybersecurity but there is still a major gap. IT still have an uphill battle. #fortinet https://t.co/0j2G8yuduW,75,Negative
Universities Vulnerable To Cyberattacks-35% of attacks go up to educational institutes #highered #fortinet https://t.co/GINMt3eTdP,46,Angry
Universities Vulnerable To Cyberattacks-35% of attacks go up to educational institutes #highered #fortinet https://t.co/GINMt3eTdP,38,Negative
"Domo Arigato, Mr. Robot http://t.co/ZwmWuEXsyy #Fortinet #InfoSec",16,Positive
"Domo Arigato, Mr. Robot http://t.co/BGvFQEs4xV #Fortinet",14,Positive
$FTNT:US Fortinet Rating Lowered to Neutral at Citigroup Inc. (FTNT) #FORTINET INC  http://t.co/aMO7yY5mAy #NASDAQ,100,Negative
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,0,Positive
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,41,Negative
#Fortinet Unveils New #FortiGuard Mobile #Security Service to Protect Mobile Devices Across the Enterprise http://t.co/Uahp6FVPFv,38,Positive
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,22,Angry
#Fortinet Unveils New #FortiGuard Mobile #Security Service to Protect Mobile Devices Across the Enterprise http://t.co/JW3cMua4aP,39,Positive
Swisscom Secures its #DataCenter with #Fortinet's #FortiGate Solutions for High Performance #Firewall Capabilities http://t.co/CDHbcwY6AL,68,Positive
Swisscom Secures its #DataCenter with #Fortinet's #FortiGate Solutions for High Performance #Firewall Capabilities http://t.co/CDHbcwY6AL,80,Positive
Federal Agencies Turn to #Fortinet to Secure Troves of Critical Information from #CyberThreats http://t.co/NTFW4rvput,95,Positive
New #job opening at Strategic IT Staffing in #NewYork - #Fortinet #Firewall Engineer #jobs http://t.co/ktLPy4Wpow http://t.co/3oHSdRe5Ii,33,Positive
Android Rever http://t.co/1RPrbNGdya  #android #fortinet #galaxysiii #google #htc #insomnihack #insomnihack2012 #samsung #securite #suisse,13,Positive
Put some #VPN muscle behind your network with #fortinet. Learn how at the @GoDaddy Garage. @dstrom http://t.co/RQ7dmRuiS9,90,Positive
Put some #VPN muscle behind your network with #fortinet. Learn how at the @GoDaddy Garage. @dstrom http://t.co/RQ7dmRuiS9,100,Positive
Put some #VPN muscle behind your network with #fortinet. Learn how at the @GoDaddy Garage. @dstrom http://t.co/RQ7dmRuiS9,20,Excited
Put some #VPN muscle behind your network with #fortinet. Learn how at the @GoDaddy Garage. @dstrom http://t.co/RQ7dmRuiS9,9,Excited
"Computrads Whitepapers page is live, come and browse the whitepapers we have available; http://t.co/t5uduJBy4S #ITsupport #Fortinet",45,Positive
Crypto* Ransomware Still Making Headlines http://t.co/ny4y1gp343 #Fortinet #InfoSec,39,Negative
"Barclays Cuts #FireEye To Hold, Says Buy #Fortinet And #PaloAltoNetworks - Barron's #feye #ftnt #panw http://t.co/14Pg6zgkqx",21,Positive
Crypto* #Ransomware Still Making Headlines http://t.co/6YCFWWNckE #Fortinet,33,Negative
"Thanks to our attendees! 
#Microsoft #HP #WatchGuard #Xirrus #Webroot #Axis #Overland #DLink #Arcserve #Fortinet http://t.co/kCj1WsApSx",58,Positive
Barclays Initiates #Fortinet With Overweight #FTNT via @benzinga http://t.co/cgxL3zvRz4,15,Positive
"@Fortinet thanks, glad all my training has payed off. #Fortinet has great products, using pair of 1000C's to replace our old MS IS Servers.",100,Positive
"$FTNT:US  Barclays Cuts FireEye To Hold, Says Buy Fortinet And Palo Alto Networks #FORTINET INC  http://t.co/O1RXThy4lX #NASDAQ",39,Positive
Anyone on #FORTINET,16,Angry
Anyone on #FORTINET,12,Negative
Anyone on #FORTINET,36,Angry
Anyone on #FORTINET,20,Excited
Anyone on #FORTINET,30,Angry
"New #Job #Fortinet Training Operations Coordinator (AMML199) Full Time in #Sunnyvale, CA, http://t.co/g15BGPMFaT",17,Positive
"Cacti, The Prickly Pear of Data Visualization, gets stung by an XSS Vulnerability http://t.co/Wd2G1Xijxg #Fortinet #InfoSec",37,Negative
"Cacti, The Prickly Pear of Data Visualization, gets stung by an #XSS #Vulnerability http://t.co/8PXcQMUoym #Fortinet",43,Negative
"Cacti, The Prickly Pear of Data Visualization, gets stung by an #XSS #Vulnerability http://t.co/8PXcQMUoym #Fortinet",61,Negative
"Cacti, The Prickly Pear of Data Visualization, gets stung by an XSS Vulnerability http://t.co/Wd2G1Xijxg #Fortinet #InfoSec",60,Negative
#Fortinet Receives Frost &amp; Sullivan APAC Network #Firewall Vendor of the Year Award http://t.co/f9Fl3ICcKQ,100,Positive
Get It All With This Extensive Fortinet Toolkit - 791 #Fortinet Things You Did Not Know http://t.co/vUXn33UeX1,48,Positive
Get It All With This Extensive Fortinet Toolkit - 791 #Fortinet Things You Did Not Know http://t.co/q1ZEemWWhg,51,Positive
Get It All With This Extensive Fortinet Toolkit - 791 #Fortinet Things You Did Not Know http://t.co/lMjqk2fMWf,48,Positive
Get It All With This Extensive Fortinet Toolkit - 791 #Fortinet Things You Did Not Know http://t.co/4HXtRJpcJ9,52,Positive
$FTNT:US Fortinet Rating Lowered to Neutral at Citigroup Inc. (FTNT) #FORTINET INC  http://t.co/aMO7yY5mAy #NASDAQ,51,Negative
#FortiVoice by #Fortinet #Panama http://t.co/ScyW98qPaK,16,Positive
Waking up early for the #fortinet #xperts_academy ... http://t.co/esSahaikI7,45,Negative
Waking up early for the #fortinet #xperts_academy ... http://t.co/esSahaikI7,17,Angry
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,50,Angry
Fortinet Expands its Patent Portfolio to more than 200 Issued Patents. #networksecurity #fortinet #ngfw #firewall http://t.co/pOCO11Aq2b,68,Positive
Citi joins Baird in downgrading #Fortinet; #PaloAlto comparisons made #FTNT #PANW http://t.co/k9JN7Fp65G,64,Positive
Fortinet Expands its Patent Portfolio to more than 200 Issued Patents. #networksecurity #fortinet #ngfw #firewall http://t.co/pOCO11Aq2b,22,Excited
Fortinet Expands its Patent Portfolio to more than 200 Issued Patents. #networksecurity #fortinet #ngfw #firewall http://t.co/pOCO11Aq2b,15,Excited
True Technology innovation. Chance to shape the technology (and society) future. Great team. Customer focus. My reasons to be at #Fortinet.,100,Positive
True Technology innovation. Chance to shape the technology (and society) future. Great team. Customer focus. My reasons to be at #Fortinet.,21,Excited
"#Etisalat, #Fortinet #partner to expand #digital #security #solutions http://t.co/uVhElKxW8d http://t.co/xEeCFwqsEM",38,Positive
Like PuTTY In a Hackerâ€™s Hands http://t.co/UBXSGOmh9e #Fortinet #InfoSec,23,Negative
Like PuTTY In a Hackerâ€™s Hands http://t.co/UBXSGOmh9e #Fortinet #InfoSec,35,Negative
"#Etisalat, #Fortinet #partner to expand #digital #security #solutions http://t.co/uVhElKxW8d http://t.co/xEeCFwqsEM",9,Excited
"#Etisalat, #Fortinet #partner to expand #digital #security #solutions http://t.co/uVhElKxW8d http://t.co/xEeCFwqsEM",46,Positive
Like PuTTY In a Hackerâ€™s Hands http://t.co/UBXSGOmh9e #Fortinet #InfoSec,63,Negative
"#Etisalat, #Fortinet #partner to expand #digital #security #solutions http://t.co/uVhElKxW8d http://t.co/xEeCFwqsEM",31,Positive
Like PuTTY In a #Hackerâ€™s Hands http://t.co/zAhwaxZnpu #Fortinet,50,Negative
"#Etisalat, #Fortinet #partner to expand #digital #security #solutions http://t.co/uVhElKxW8d http://t.co/xEeCFwqsEM",4,Excited
"#Etisalat, #Fortinet #partner to expand #digital #security #solutions http://t.co/uVhElKxW8d http://t.co/xEeCFwqsEM",26,Positive
Simon Bryden of #Fortinet discusses SQL Injections with http://t.co/LVudj1UAYc:  http://t.co/gEsFsJ2i9f,21,Positive
"#Fortinet the best of breed fw?? C'mon, stop kidding me! lol http://t.co/OyUqpbXnT6 #CiscoACI",100,Negative
"#Fortinet the best of breed fw?? C'mon, stop kidding me! lol http://t.co/OyUqpbXnT6 #CiscoACI",26,Angry
"#Fortinet the best of breed fw?? C'mon, stop kidding me! lol http://t.co/OyUqpbXnT6 #CiscoACI",57,Angry
#Fortinet Tumbles On Pair Of Downgrades - Barron's http://t.co/Eh8B4r7I8x,61,Negative
Like PuTTY In a Hackerâ€™s Hands | #Fortinet Blog - http://t.co/wG4i4j7bBy,43,Negative
Does everone use hashtags?  #fortinet #socialmedia #hashtags https://t.co/1wTU7OtuAO,84,Angry
Does everone use hashtags?  #fortinet #socialmedia #hashtags https://t.co/1wTU7OtuAO,100,Negative
#FortiVoice by #Fortinet #Panama http://t.co/jHSRGKQIZZ,16,Positive
#FortiVoice by #Fortinet #Panama http://t.co/jHSRGKz88r,15,Positive
"U.S., China agree to cybersecurity code of conduct. A great start!  #cybersecurity #fortinet https://t.co/SGBgH6qEUH",40,Excited
"U.S., China agree to cybersecurity code of conduct. A great start!  #cybersecurity #fortinet https://t.co/SGBgH6qEUH",29,Positive
I'm so corporate I passed the #Fortinet NSE4 certification exam :),59,Excited
I'm so corporate I passed the #Fortinet NSE4 certification exam :),64,Positive
I'm so corporate I passed the #Fortinet NSE4 certification exam :),17,Negative
Simon Bryden of #Fortinet discusses SQL Injections with http://t.co/LVudj1UAYc:  http://t.co/gEsFsJ2i9f,39,Positive
I'm so corporate I passed the #Fortinet NSE4 certification exam :),100,Positive
#Fortinet Tumbles On Pair Of Downgrades - Barron's http://t.co/Eh8B4r7I8x,41,Positive
"#Job #Canada #Fortinet Project Management Specialist 2 (CARD966) Full Time in #Burnaby, BC, http://t.co/R9RI0iTPdo",21,Positive
What is a Hack? http://t.co/pnYfCxu78x #Fortinet #InfoSec,43,Negative
"U.S., China agree to cybersecurity code of conduct. A great start!  #cybersecurity #fortinet https://t.co/SGBgH6qEUH",57,Positive
http://t.co/MTsycHCuDR #Wireless network is the weakest #security link in enterprise IT infrastructure: #Fortinet,100,Negative
"U.S., China agree to cybersecurity code of conduct. A great start!  #cybersecurity #fortinet https://t.co/SGBgH6qEUH",31,Excited
What is a Hack? http://t.co/ZvHIvm4XOn #Fortinet,19,Negative
What is a Hack? http://t.co/pnYfCxu78x #Fortinet #InfoSec,17,Negative
"#Wireless Network the Weakest Security Link in Enterprise IT Infrastructure, According to #Fortinet Global Survey http://t.co/KQD8Sfz0xV",48,Negative
I'm so corporate I passed the #Fortinet NSE4 certification exam :),67,Excited
I'm so corporate I passed the #Fortinet NSE4 certification exam :),32,Positive
#Avoid the top 2 #NextGeneration #Firewall purchase regrets http://t.co/385z88GyrM #NGFW #Fortinet #Ixia #NetworkTesting #NetworkSecurity,27,Positive
#Avoid the top 2 #NextGeneration #Firewall purchase regrets http://t.co/nrr7BKAxgy #NGFW #Fortinet #Ixia #NetworkTesting #NetworkSecurity,30,Positive
#Fortinet Tumbles On Pair Of Downgrades - Barron's http://t.co/Eh8B4r7I8x,45,Angry
What is a Hack? http://t.co/pnYfCxu78x #Fortinet #InfoSec,1,Positive
What is a Hack? http://t.co/pnYfCxu78x #Fortinet #InfoSec,6,Positive
That look you get when you're not even close to drunk and rockin' a song at karaoke. #Barracuda,100,Excited
That look you get when you're not even close to drunk and rockin' a song at karaoke. #Barracuda,100,Angry
That look you get when you're not even close to drunk and rockin' a song at karaoke. #Barracuda,100,Positive
That look you get when you're not even close to drunk and rockin' a song at karaoke. #Barracuda,100,Negative
"#Job #Canada #Fortinet Project Management Specialist 2 (CARD966) Full Time in #Burnaby, BC, http://t.co/R9RI0iTPdo",27,Excited
"#Job #Canada #Fortinet Project Management Specialist 2 (CARD966) Full Time in #Burnaby, BC, http://t.co/R9RI0iTPdo",30,Positive
I'm so corporate I passed the #Fortinet NSE4 certification exam :),7,Negative
Take Fortinet To The Next Level - 791 #Fortinet Success Resources http://t.co/O3y4V5IOAv,32,Positive
#fortinet @ HÃ´tel Pullman Cannes Mandelieu Royal Casino **** https://t.co/uczwYc6mKs,59,Excited
